AAG ORDER NUMBER,CUSTOMER NAME,ORDER DATE PO RECEIVED,CUSTOMER ALT PO,AAG SEASON,CUSTOMER SEASON,DROP,MONTH,RANGE / COLLECTION,PROMO GROUP / CAMPAIGN (HOT 30/GLOBAL EDIT,CATEGORY,PATTERN ID,MAKE OR BUY,PLANNER,ORIGINAL ALIAS/RELATED ITEM,PRICING ALIAS/RELATED ITEM,ALIAS/RELATED ITEM,CUSTOMER STYLE,CUSTOMER''S COLOUR CODE (CUSTOM FIELD) CUSTOMER PROVIDES THIS,ACTIVE,All,Multiple Items,FACILITY CODE,BULK AGREEMENT NUMBER,Sum of TOTAL QTY,BULK AGREEMENT DESCRIPTION,CUSTOMER CODE,CO NUMBER - INITIAL DISTRO,CO NUMBER (INITIAL DISTRO),CO NUMBER (ALLOCATION DISTRO),CO NUMBER - ALLOCATION DISTRO,PO NUMBER,AAG SEASON CODE,INFOR MAKE/BUY CODE,PLANNER2,ITEM TYPE CODE,INFOR ITEM TYPE CODE,PRODUCT GROUP CODE,MAKE/BUY CODE,INFOR PRODUCT GROUP CODE,ITEM GROUP CODE,STYLE DESCRIPTION,INFOR ITEM GROUP CODE,GENDER GROUP CODE,INFOR GENDER GROUP CODE,FABRIC TYPE CODE,INFOR FABRIC TYPE CODE,CUSTOMER COLOUR DESCRIPTION,UNIT OF MEASURE,INFOR COLOUR CODE,XXXS,XXS,XS,S,S/M,M,M/L,L,L/XL,XL,XXL,XXXL,0,2,4,6,8,10,12,14,16,18,20,0-3M,3-6M,6-9M,9-12M,12-18M,18-24M,2T,3T,4T,5T,6T,30/30,30/32,32/30,32/32,34/30,34/32,36/30,36/32,32C,32D,32DD,34C,34D,34DD,36C,36D,36DD,OS,ONE SIZE,0w,10w,12w,1X,2/3,22,24,26,27,28,28-30L,29,2w,2X,2XL,30,30-30L,30-31L,30-32L,30X30,31,31/30,31/32,31-30L,31-31L,31-32L,31X30,32,32/34,32/36,32-30L,32-31L,32-32L,32DDD,32X30,33,33/30,33/32,33-30L,33-31L,33-32L,34,34/34,34-30L,34-31L,34-32L,34DDD,34X30,35,35/30,35/32,35-30L,35-31L,35-32L,36,36/34,36-30L,36-31L,36-32L,36DDD,36X30,38,38/30,38/32,38/34,38/36,38-30L,38-31L,38-32L,38C,38D,38DD,38DDD,38X30,3X,3XL,4/5,40,40/30,40/32,40-30L,40-31L,40X30,42,44,46,48,4w,4X,4XL,4XT,5,50,52,54,56,58,6/7,60,6w,7,8w,9,L(10-12),L(14-16),M(10-12),M(8-10),S(6-8),TOTAL QTY,ORDER TYPE,DESTINATION,DESTINATION WAREHOUSE,ALLOCATION (CHANNEL),SHOP NAME,COLLECTION DELIVERY,SHOP CODE,TRACKING NUMBER,ETA CUSTOMER WAREHOUSE DATE,EX FACTORY DATE,DELIVERY TERMS,PLANNED DELIVERY METHOD,DELIVERY CODE (MODL),NOTES,VALIDATION,VALIDATION2,VALIDATION3,VALIDATION4,CUSTOMER PRICE,USA ONLY LSTP 75% EX WORKS,EX WORKS (USD),ADMINISTRATION FEE,DESIGN FEE,FX CHARGE,HANDLING,PNP,SURCHARGE FEE,DISCOUNT,FINAL FOB (USD),HS CODE,US DUTY RATE,US DUTY,FREIGHT,US TARIFF RATE,US TARIFF,DDP US (USD),UK DUTY RATE,UK FREIGHT,UK INSURANCE,UK CIF,UK DUTY,DDP UK (USD),CAN DUTY RATE,CAN DUTY,DDP CAN (USD),SMS PRICE USD,FINAL PRICES Y/N,NOTES FOR PRICE,PRICING NOTES,Delta,Warehouse,ORTP (ORDER TYPE),Longson Alias,BUAR (BUSINESS AREA UNIT),ADID,record_uuid
GRE-00402,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23O40,,,,,,,,,,,,,,2878,,,,,,,,,,YUKON X-LITE VEST,,,,,,639 - HAWKEYE,PCE,,,,,55.0,,208.0,,251.0,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2022-12-09,DDP,SEA,,Added 27.5.22 exfty updated 15.7.22 UPDATED SHIPMODE 7.11.22,2878MSP23O40639 - HAWKEYE720,,,,,37.16,49.55,0.2,,0.61,0.1,,,,50.46,6201.40.35.20,0.149,5.54,,0.075,2.79,58.79,,,,,,,,,,117.58,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,286BCBD7-BBEF-4A2D-AF91-B2AB6FA3FC75
GRE-00403,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23O68,,,,,,,,,,,,,,2878,,,,,,,,,,TRAILWOLF JACKET,,,,,,438 - SKYSTONE,PCE,,,,,19.0,,73.0,,88.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2022-12-09,DDP,SEA,,Added 27.5.22 exfty updated 15.7.22 UPDATED SHIPMODE 7.11.22,2878MSP23O68438 - SKYSTONE250,,,,,29.44,39.25,0.2,,0.61,0.1,,,,40.16,6211.33.90.58,0.16,4.71,,0.075,2.21,47.08,,,,,,,,,,94.16,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,2B0601CA-0402-46FC-BED1-314DC408FC9B
GRE-00404,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23O68,,,,,,,,,,,,,,2878,,,,,,,,,,TRAILWOLF JACKET,,,,,,080 - SCAREB,PCE,,,,,39.0,,146.0,,175.0,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2022-12-09,DDP,SEA,,Added 27.5.22 exfty updated 15.7.22 UPDATED SHIPMODE 7.11.22,2878MSP23O68080 - SCAREB500,,,,,29.44,39.25,0.2,,0.61,0.1,,,,40.16,6211.33.90.58,0.16,4.71,,0.075,2.21,47.08,,,,,,,,,,94.16,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,2281C1DB-75EC-4704-9683-7411EF4D4E85
GRE-00405,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MFA21B53,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA JOGGER,,,,,,080 - SCAREB,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CANCELLED,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-24,DDP,AIR,,Added 27.5.22 style code updated 1.7.22 exfty updated 14.7.22 UPDATE QTY AND SHIPMODE 7.11.22 DROPPED 27.12.22,2878MFA21B53080 - SCAREB0,,,,,30.65,40.86,0.2,,0.61,0.1,,,,41.77,,0.282,8.64,,0.075,2.3,52.71,,,,,,,,,,105.42,Y,SHIRLEY CHECKED 27.10.22,,,,,,,,D79F2304-E4A8-4086-9DB1-EB97B6E3643C
GRE-00406,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MFA21B53,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA JOGGER,,,,,,080 - SCAREB,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CANCELLED,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-24,DDP,SEA,,ADDED 7.11.22 DROPPED 27.12.22,2878MFA21B53080 - SCAREB0,,,,,30.65,40.86,0.2,,0.61,0.1,,,,41.77,,0.282,8.64,,0.075,2.3,52.71,,,,,,,,,,105.42,Y,SHIRLEY CHECKED 27.10.22,,,,,,,,B147B0A9-3345-46A9-8139-8342A38BF9BE
GRE-00407,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MFA21K74,,,,,,,,,,,,,,2878,,,,,,,,,,COKATO HOODIE,,,,,,080 - SCAREB,PCE,,,,,29.0,,100.0,,123.0,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-03,DDP,AIR,,Added 27.5.22 exfty updated 14.7.22 UPDATED SHIPMODE 7.11.22 updated qty 27.12.22 UPDATED QTY AND SHIPMODE 7.2.23,2878MFA21K74080 - SCAREB361,,,,56.29,32.04,42.72,0.2,,0.61,0.1,,,,43.63,6110.30.30.41,0.32,10.25,,0.075,2.4,56.28,,,,,,,,,,112.56,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,EB29771E-8E94-4D01-94F1-6BE0A2EFFA57
GRE-00408,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MFA21K74,,,,,,,,,,,,,,2878,,,,,,,,,,COKATO HOODIE,,,,,,080 - SCAREB,PCE,,,,,29.0,,74.0,,80.0,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-03,DDP,SEA,,ADDED 7.2.23,2878MFA21K74080 - SCAREB239,,,,56.29,32.04,42.72,0.2,,0.61,0.1,,,,43.63,6110.30.30.41,0.32,10.25,,0.075,2.4,56.28,,,,,,,,,,112.56,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,0274F567-F89E-4A03-B2E9-328AD9B1C685
GRE-00409,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MFA21O42,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA LUX VEST,,,,,,415 - NAVY HEATHER,PCE,,,,,8.0,,82.0,,155.0,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-01-13,DDP,SEA,,Added 27.5.22 exfty updated 14.7.22 UPDATED SHIPMODE 7.11.22,2878MFA21O42415 - NAVY HEATHER375,,,,,31.88,42.5,0.2,,0.61,0.1,,,,43.41,6110.30.15.50,0.17,5.42,,0,0,48.83,,,,,,,,,,97.66,Y,"SHIRLEY CHECKED 16.11.22, 12.20 AH update to cost due to added fabric gas fee",,,,,,,,55D848DA-021C-405D-91DA-25C7A543D301
GRE-00410,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MFA21O53,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA FULL ZIP,,,,,,080 - SCAREB,PCE,,,,,43.0,,195.0,,243.0,,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CANCELLED,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-24,DDP,SEA,,Added 27.5.22 exfty updated 14.7.22 UPDATED SHIPMODE 7.11.22 DROPPED 5.1.23,2878MFA21O53080 - SCAREB0,,,,,35.6,47.47,0.2,,0.61,0.1,,,,48.38,6110.30.30.10,0.32,11.39,,0.075,2.67,62.44,,,,,,,,,,124.88,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,EFC30032-607C-47CB-977C-EE5DF3CF85A4
GRE-00411,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23B03,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA TROUSER,,,,,,080 - SCAREB,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CANCELLED,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-24,DDP,AIR,,Added 27.5.22 exfty updated 14.7.22 UPDATED SHIPMODE AND QTY 13.12.22 DROPPED 28.12.22,2878MSP23B03080 - SCAREB0,,,,,36.86,49.14,0.2,,0.61,0.1,,,,50.05,6103.43.15.20,0.282,10.39,,0.075,2.76,63.2,,,,,,,,,,126.4,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,1CE79788-0B6A-499C-A5B6-EA639BEE01CD
GRE-00412,GREYSON CLOTHIERS,2022-12-08,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23B03,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA TROUSER,,,,,,080 - SCAREB,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CANCELLED,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-24,DDP,SEA,,ADDED 13.12.22 dropped 28.12.22,2878MSP23B03080 - SCAREB0,,,,,36.86,49.14,0.2,,0.61,0.1,,,,50.05,6103.43.15.20,0.282,10.39,,0.075,2.76,63.2,,,,,,,,,,126.4,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,7DD1285F-CFD0-4670-8A79-59B6FB9F7A87
GRE-00413,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23B23,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA SHORT,,,,,,080 - SCAREB,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,14.0,,,,,,,62.0,,,,,,,,44.0,,,,,,68.0,,,,,,,14.0,,,,,,61.0,,,,,,,23.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-01-13,DDP,AIR,,Added 27.5.22 exfty updated 14.7.22 UPDATED SHIPMODE AND QTY 13.12.22,2878MSP23B23080 - SCAREB309,,,,,26.03,34.71,0.2,,0.61,0.1,,,,35.62,6103.43.15.50,0.282,7.34,,0.075,1.95,44.91,,,,,,,,,,89.82,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,F2968D23-F333-4DAF-BB5C-940E74C41467
GRE-00414,GREYSON CLOTHIERS,2022-12-08,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23B23,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA SHORT,,,,,,080 - SCAREB,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,16.0,,,,,,,61.0,,,,,,,,69.0,,,,,,74.0,,,,,,,87.0,,,,,,59.0,,,,,,,46.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-01-13,DDP,SEA,,ADDED 13.12.22,2878MSP23B23080 - SCAREB441,,,,,26.03,34.71,0.2,,0.61,0.1,,,,35.62,6103.43.15.50,0.282,7.34,,0.075,1.95,44.91,,,,,,,,,,89.82,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,9CB1829B-0CDC-4A0D-9857-B69933202087
GRE-00415,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23B23,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA SHORT,,,,,,639 - HAWKEYE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CANCELLED,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-24,DDP,AIR,,Added 27.5.22 exfty updated 14.7.22 UPDATED SHIPMODE AND QTY 13.12.22 DROPPED 27.12.22,2878MSP23B23639 - HAWKEYE0,,,,,26.03,34.71,0.2,,0.61,0.1,,,,35.62,6103.43.15.50,0.282,7.34,,0.075,1.95,44.91,,,,,,,,,,89.82,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,77AFAA31-E47D-424A-9C32-E2DD72671591
GRE-00416,GREYSON CLOTHIERS,2022-12-08,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23B23,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA SHORT,,,,,,639 - HAWKEYE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CANCELLED,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-24,DDP,SEA,,ADDED 13.12.22 DROPPED 27.12.22,2878MSP23B23639 - HAWKEYE0,,,,,26.03,34.71,0.2,,0.61,0.1,,,,35.62,6103.43.15.50,0.282,7.34,,0.075,1.95,44.91,,,,,,,,,,89.82,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,D00A9BC8-A52F-40F3-BBA9-0AF567CF7D3B
GRE-00417,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23B53,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA JOGGER,,,,,,639 - HAWKEYE,PCE,,,,,29.0,,75.0,,68.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-01-13,DDP,AIR,,Added 27.5.22 exfty updated 14.7.22 UPDATED SHIPMODE AND QTY 13.12.22,2878MSP23B53639 - HAWKEYE211,,,,,30.65,40.86,0.2,,0.61,0.1,,,,41.77,6103.43.15.20,0.282,8.64,,0.075,2.3,52.71,,,,,,,,,,105.42,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,02D875BA-5FAC-4136-A154-207A6ED60962
GRE-00418,GREYSON CLOTHIERS,2022-12-08,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23B53,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA JOGGER,,,,,,639 - HAWKEYE,PCE,,,,,19.0,,70.0,,78.0,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-01-13,DDP,SEA,,ADDED 13.12.22,2878MSP23B53639 - HAWKEYE237,,,,,30.65,40.86,0.2,,0.61,0.1,,,,41.77,6103.43.15.20,0.282,8.64,,0.075,2.3,52.71,,,,,,,,,,105.42,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,5F52E7B7-FC55-4D19-B5F5-AAFD86828FA9
GRE-00419,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23K56,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA 1/4 ZIP,,,,,,417 - MALTESE BLUE,PCE,,,,,97.0,,486.0,,539.0,,308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-03,DDP,AIR,,Added 27.5.22 exfty updated 14.7.22 UPDATED SHIPMODE AND QTY 13.12.22 UPDATED QTY 9.2.23,2878MSP23K56417 - MALTESE BLUE1507,,,,,32.28,43.04,0.2,,0.61,0.1,,,,43.95,6110.30.30.10,0.32,10.33,,0.075,2.42,56.7,,,,,,,,,,113.4,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,DA7FDEDE-79EC-44BA-A484-7FAEECD570CB
GRE-00420,GREYSON CLOTHIERS,2022-12-08,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23K56,,,,,,,,,,,,,,2878,,,,,,,,,,SEQUOIA 1/4 ZIP,,,,,,417 - MALTESE BLUE,PCE,,,,,88.0,,163.0,,207.0,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-03-03,DDP,SEA,,ADDED 13.12.22 UPDATED QTY 7.2.23 UPDATED QTY 9.2.23,2878MSP23K56417 - MALTESE BLUE643,,,,,32.28,43.04,0.2,,0.61,0.1,,,,43.95,6110.30.30.10,0.32,10.33,,0.075,2.42,56.7,,,,,,,,,,113.4,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,EF5DB995-90AF-4E87-B5E2-5A13211D9915
GRE-00421,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23O49,,,,,,,,,,,,,,2878,,,,,,,,,,ALGONQUIN VEST,,,,,,080 - SCAREB,PCE,,,,,15.0,,37.0,,38.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-01-13,DDP,AIR,,Added 27.5.22 exfty updated 14.7.22 UPDATED SHIPMODE AND QTY 13.12.22,2878MSP23O49080 - SCAREB116,,,,,18.38,24.51,0.2,,0.61,0.1,,,,25.42,6110.30.30.30,0.32,5.88,,0.075,1.38,32.68,,,,,,,,,,65.36,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,0648C30A-9D22-477B-9CAD-FC3039EA6077
GRE-00422,GREYSON CLOTHIERS,2022-12-08,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23O49,,,,,,,,,,,,,,2878,,,,,,,,,,ALGONQUIN VEST,,,,,,080 - SCAREB,PCE,,,,,24.0,,108.0,,135.0,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-01-13,DDP,SEA,,ADDED 13.12.22,2878MSP23O49080 - SCAREB384,,,,,18.38,24.51,0.2,,0.61,0.1,,,,25.42,6110.30.30.30,0.32,5.88,,0.075,1.38,32.68,,,,,,,,,,65.36,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,9D894859-9D6C-408D-92D0-107B9935CCB5
GRE-00423,GREYSON CLOTHIERS,,,,2023 SPRING,,,,,,,MANUFACTURED,,,,,MSP23K74C,,,,,,,,,,,,,,2878,,,,,,,,,,DIVINE NIRVANA COKATO HOODIE,,,,,,413 - ABYSS,PCE,,,,,5.0,,25.0,,18.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,ACTIVE,"WHIPLASH, OH",,,,,,,2023-02-05,2023-02-28,DDP,AIR,,Added 27.5.22 exfty updated 15.7.22 exfty updated 3.8.22 UPDATED QTY 27.12.22 UPDATED SHIPMODE 9.1.23 UPDATED QTY AND SHIPMODE 7.2.23 UPDATED QTY 9.2.23,2878MSP23K74C413 - ABYSS67,,,,47.09,26.72,35.63,0.2,,0.61,0.1,,,,36.54,6110.30.30.41,0.32,8.55,,0.075,2,47.09,,,,,,,,,,94.18,Y,SHIRLEY CHECKED 16.11.22,,,,,,,,17C4F34F-3A17-4DC9-992D-CF2D6B9BCB64
